annual_income,credit_score,employment_length,loan_amount,loan_term,interest_rate,home_ownership,purpose,previous_defaults,open_credit_lines,debt_to_income,default
26200.0,724,7.0,10500.0,60,16.61,MORTGAGE,other,0,13,43.0,0
23400.0,749,0.0,6800.0,36,13.46,RENT,credit_card,0,9,35.1,0
77700.0,741,1.0,10500.0,36,13.32,RENT,major_purchase,2,13,25.8,0
147000.0,676,7.0,31100.0,60,17.56,MORTGAGE,small_business,0,8,43.8,0
91400.0,598,7.0,18000.0,36,18.19,MORTGAGE,small_business,0,8,30.4,0
63200.0,615,10.0,14400.0,60,16.58,MORTGAGE,other,0,11,30.5,0
64100.0,698,10.0,17700.0,36,15.6,RENT,credit_card,0,8,36.1,0
72000.0,702,7.0,23600.0,36,11.53,RENT,small_business,0,9,37.6,0
69000.0,609,10.0,6100.0,36,17.46,MORTGAGE,major_purchase,0,7,14.0,0
55600.0,683,5.0,9000.0,36,13.48,MORTGAGE,other,0,11,27.3,0
51400.0,721,2.0,8400.0,60,14.78,RENT,small_business,1,9,35.4,0
47700.0,605,15.0,14700.0,60,22.3,RENT,medical,2,8,45.2,0
34900.0,752,0.0,11800.0,36,14.26,RENT,debt_consolidation,0,5,57.7,0
43200.0,655,3.0,16000.0,60,18.4,RENT,debt_consolidation,0,8,,0
22900.0,762,10.0,8500.0,36,11.9,RENT,debt_consolidation,0,16,45.2,0
46900.0,645,4.0,21700.0,60,18.37,MORTGAGE,debt_consolidation,1,3,55.8,0
31400.0,613,0.0,10600.0,60,17.57,OWN,debt_consolidation,0,11,36.6,0
29800.0,650,0.0,15500.0,36,16.88,RENT,debt_consolidation,0,5,59.7,1
53200.0,674,7.0,19900.0,36,16.09,MORTGAGE,other,0,5,50.0,0
91700.0,655,20.0,19100.0,36,15.93,MORTGAGE,debt_consolidation,1,10,26.4,0
74100.0,666,5.0,13100.0,60,16.08,OWN,credit_card,0,11,35.1,0
24200.0,702,5.0,16500.0,36,11.91,MORTGAGE,major_purchase,0,8,65.0,0
31400.0,669,3.0,26100.0,60,20.76,MORTGAGE,debt_consolidation,1,4,65.0,1
74900.0,676,2.0,14100.0,60,15.05,MORTGAGE,debt_consolidation,0,13,31.4,0
31500.0,569,0.0,7600.0,36,16.23,MORTGAGE,debt_consolidation,0,7,29.5,0
44300.0,705,2.0,14600.0,60,15.65,RENT,debt_consolidation,0,8,41.3,0
62800.0,674,4.0,10700.0,36,13.87,RENT,other,0,11,32.6,0
31700.0,785,2.0,3400.0,36,7.79,OWN,medical,0,7,19.4,0
51400.0,619,1.0,13800.0,60,16.32,MORTGAGE,medical,0,12,27.9,0
26900.0,562,7.0,11600.0,36,18.15,RENT,medical,0,11,52.7,0
37400.0,720,15.0,19500.0,36,17.72,OWN,debt_consolidation,0,14,60.0,0
56600.0,703,15.0,7500.0,36,14.82,RENT,major_purchase,2,4,18.5,0
23900.0,614,7.0,5200.0,36,17.09,RENT,small_business,0,5,33.2,0
59800.0,581,0.0,11900.0,60,17.29,MORTGAGE,other,0,3,28.5,1
48600.0,780,10.0,13200.0,60,13.84,MORTGAGE,debt_consolidation,0,10,33.9,0
62900.0,772,1.0,11500.0,36,11.89,MORTGAGE,credit_card,0,11,16.6,1
54200.0,518,7.0,11100.0,36,17.21,RENT,debt_consolidation,0,6,35.5,0
90600.0,650,10.0,6400.0,60,14.84,OWN,debt_consolidation,0,11,9.8,0
51900.0,788,10.0,10200.0,36,8.91,OWN,home_improvement,0,11,41.8,0
40400.0,649,20.0,9200.0,36,19.27,RENT,debt_consolidation,1,8,38.9,0
51800.0,648,10.0,18700.0,60,19.53,RENT,credit_card,0,14,52.3,1
62600.0,662,7.0,13200.0,60,14.63,RENT,home_improvement,0,14,29.9,0
50100.0,607,,9500.0,36,14.37,MORTGAGE,debt_consolidation,0,9,29.0,0
49900.0,569,15.0,25900.0,60,21.36,OWN,debt_consolidation,0,13,58.1,1
35700.0,748,1.0,9600.0,36,10.13,MORTGAGE,other,0,5,36.4,0
36400.0,560,15.0,14500.0,36,17.7,MORTGAGE,major_purchase,0,9,42.2,1
26100.0,696,3.0,10100.0,36,12.21,MORTGAGE,home_improvement,0,4,32.0,0
107700.0,738,1.0,24700.0,36,11.31,MORTGAGE,medical,0,9,30.3,0
28000.0,586,10.0,11400.0,36,16.04,RENT,debt_consolidation,0,9,38.5,1
35900.0,620,0.0,11600.0,60,17.79,RENT,debt_consolidation,0,12,41.5,1
35500.0,759,10.0,10200.0,60,14.05,RENT,debt_consolidation,0,3,34.0,0
73300.0,715,2.0,12100.0,36,12.37,MORTGAGE,credit_card,0,8,23.9,0
42900.0,640,15.0,19900.0,60,17.45,RENT,credit_card,0,11,51.6,0
85900.0,758,7.0,16700.0,36,12.3,RENT,debt_consolidation,1,10,36.7,0
36200.0,758,7.0,11100.0,36,10.0,RENT,debt_consolidation,0,12,33.6,0
55600.0,697,3.0,25600.0,36,17.85,MORTGAGE,major_purchase,2,10,65.0,0
33700.0,621,0.0,16900.0,36,18.37,OWN,credit_card,0,9,59.3,1
128700.0,653,10.0,8800.0,36,13.07,OWN,other,0,10,7.4,0
28700.0,699,1.0,5500.0,60,16.48,MORTGAGE,debt_consolidation,0,11,23.9,0
56400.0,668,3.0,8900.0,36,13.33,MORTGAGE,home_improvement,0,10,14.7,0
65200.0,741,7.0,13400.0,36,11.37,RENT,major_purchase,0,10,20.3,0
59100.0,581,5.0,14700.0,60,17.03,RENT,medical,0,7,29.6,1
45100.0,583,2.0,21600.0,36,19.06,RENT,debt_consolidation,1,6,61.6,1
46200.0,692,1.0,6300.0,36,12.25,RENT,debt_consolidation,0,10,32.7,0
50000.0,648,1.0,8800.0,36,14.89,MORTGAGE,debt_consolidation,0,12,27.5,0
45900.0,639,15.0,6100.0,36,16.15,RENT,home_improvement,0,7,20.1,0
75600.0,565,0.0,5600.0,60,15.02,MORTGAGE,credit_card,0,14,11.3,0
132600.0,681,20.0,8000.0,36,10.01,RENT,home_improvement,0,10,0.0,0
38100.0,677,2.0,13100.0,36,16.45,RENT,debt_consolidation,0,7,37.8,0
26500.0,722,1.0,16100.0,36,13.26,OWN,credit_card,0,16,65.0,1
47100.0,684,5.0,6800.0,36,11.85,RENT,debt_consolidation,0,10,26.2,0
156500.0,671,0.0,7300.0,36,16.72,MORTGAGE,medical,0,5,17.4,0
34100.0,757,7.0,4500.0,36,10.02,RENT,major_purchase,0,10,17.5,1
102500.0,595,15.0,12200.0,36,17.4,RENT,credit_card,0,8,24.6,0
104300.0,715,0.0,7600.0,36,10.38,MORTGAGE,home_improvement,0,12,28.3,0
38200.0,571,10.0,25100.0,36,20.0,MORTGAGE,debt_consolidation,0,7,65.0,0
63300.0,626,4.0,13400.0,60,18.34,RENT,home_improvement,0,6,39.6,0
102000.0,601,1.0,10000.0,60,18.1,OWN,debt_consolidation,0,10,15.1,0
41300.0,731,1.0,7900.0,36,13.98,MORTGAGE,small_business,0,7,20.2,0
44700.0,676,15.0,5200.0,36,13.96,RENT,home_improvement,0,11,12.1,0
37700.0,679,1.0,5500.0,36,13.92,RENT,debt_consolidation,0,3,25.7,0
31100.0,608,15.0,8000.0,36,17.38,MORTGAGE,credit_card,0,9,46.7,0
36600.0,661,5.0,7700.0,36,13.84,MORTGAGE,debt_consolidation,0,7,27.7,0
28300.0,630,0.0,6600.0,36,14.32,RENT,debt_consolidation,0,7,28.8,0
49800.0,705,4.0,13200.0,60,13.23,RENT,other,0,11,44.6,0
34700.0,616,10.0,14100.0,36,15.49,RENT,credit_card,0,9,51.3,0
54500.0,766,10.0,8700.0,60,12.08,RENT,credit_card,0,10,27.0,0
24300.0,571,5.0,28800.0,36,21.58,RENT,home_improvement,1,11,65.0,1
56900.0,628,15.0,4600.0,36,16.21,OWN,credit_card,0,13,20.4,0
71300.0,789,,11300.0,60,12.81,MORTGAGE,credit_card,0,12,20.8,0
20000.0,652,15.0,9800.0,36,13.33,MORTGAGE,debt_consolidation,0,10,55.4,0
58000.0,595,,8300.0,60,16.65,RENT,home_improvement,0,3,23.1,0
85200.0,694,7.0,7700.0,36,13.19,RENT,small_business,0,7,25.9,0
28400.0,649,10.0,10900.0,60,15.93,RENT,other,0,8,49.1,1
104100.0,626,5.0,9800.0,60,16.39,MORTGAGE,debt_consolidation,0,8,29.1,0
59200.0,609,7.0,9000.0,36,15.16,RENT,debt_consolidation,0,5,20.7,0
35700.0,850,5.0,5700.0,60,12.58,RENT,medical,1,12,28.8,0
47800.0,664,3.0,4900.0,36,15.75,RENT,home_improvement,2,13,12.3,1
63000.0,555,5.0,9500.0,36,18.91,OWN,other,0,13,26.8,1
50700.0,777,2.0,8900.0,36,9.21,MORTGAGE,credit_card,1,3,13.4,0
62500.0,720,4.0,9900.0,36,12.85,RENT,credit_card,0,14,30.9,0
32400.0,630,3.0,10400.0,36,16.98,MORTGAGE,debt_consolidation,0,5,46.6,0
52900.0,619,1.0,8400.0,36,18.42,MORTGAGE,debt_consolidation,0,12,21.0,1
25900.0,724,3.0,9800.0,60,19.72,RENT,credit_card,2,8,44.6,1
46600.0,664,15.0,7100.0,36,14.09,RENT,debt_consolidation,0,9,18.0,0
32600.0,555,4.0,23400.0,60,23.47,MORTGAGE,credit_card,0,9,65.0,1
35200.0,796,10.0,7300.0,36,9.54,RENT,medical,0,2,26.5,0
85500.0,652,1.0,9100.0,36,15.18,MORTGAGE,debt_consolidation,0,7,17.9,0
80100.0,777,4.0,7600.0,60,11.82,RENT,debt_consolidation,0,7,15.7,0
64500.0,763,1.0,7600.0,60,17.36,MORTGAGE,other,1,10,30.0,0
30000.0,615,1.0,11100.0,60,21.36,RENT,debt_consolidation,0,7,46.7,0
42500.0,747,7.0,10400.0,36,13.55,MORTGAGE,credit_card,0,7,36.8,0
84600.0,638,7.0,8700.0,36,13.38,OWN,major_purchase,0,4,18.0,0
52200.0,559,2.0,9500.0,36,17.78,RENT,debt_consolidation,0,8,23.2,0
139200.0,652,5.0,7600.0,36,17.56,RENT,medical,0,9,9.1,0
58500.0,706,15.0,13400.0,36,15.46,RENT,credit_card,1,14,27.0,0
53400.0,650,1.0,30600.0,36,18.36,OWN,debt_consolidation,0,12,65.0,0
42700.0,660,0.0,7100.0,36,14.19,MORTGAGE,medical,0,11,20.6,0
52100.0,754,7.0,13300.0,60,14.18,RENT,home_improvement,0,7,34.0,0
45800.0,687,0.0,11200.0,60,16.96,OWN,home_improvement,0,8,37.4,0
67400.0,625,20.0,15300.0,36,16.63,MORTGAGE,credit_card,0,6,29.7,0
75400.0,726,7.0,15500.0,36,15.48,RENT,debt_consolidation,1,5,25.7,0
34400.0,693,5.0,12100.0,36,14.62,MORTGAGE,debt_consolidation,0,4,40.7,0
26900.0,516,4.0,10700.0,36,22.25,MORTGAGE,debt_consolidation,0,6,58.6,1
21500.0,708,5.0,8800.0,60,16.21,MORTGAGE,debt_consolidation,0,11,53.1,0
61600.0,705,1.0,7500.0,36,13.19,RENT,debt_consolidation,0,11,15.3,0
29800.0,681,15.0,10400.0,60,17.75,OWN,debt_consolidation,0,14,46.8,0
18600.0,738,7.0,5800.0,36,14.42,MORTGAGE,debt_consolidation,1,3,46.8,0
58400.0,636,2.0,8100.0,60,15.04,MORTGAGE,debt_consolidation,0,7,34.1,0
150500.0,702,5.0,19000.0,36,15.06,RENT,home_improvement,0,14,26.1,0
48900.0,578,1.0,11500.0,60,17.6,OWN,debt_consolidation,0,12,35.0,0
71500.0,706,0.0,17100.0,36,12.34,MORTGAGE,credit_card,0,17,33.3,0
50900.0,807,7.0,22800.0,36,11.12,OWN,credit_card,0,9,54.2,0
46900.0,615,7.0,10000.0,36,15.92,RENT,major_purchase,0,7,22.3,0
74100.0,631,5.0,12100.0,36,19.02,OWN,home_improvement,3,7,,1
43000.0,634,2.0,9400.0,36,15.29,MORTGAGE,other,1,7,32.6,1
55300.0,688,7.0,7300.0,60,15.48,OWN,home_improvement,0,9,26.5,0
56700.0,611,0.0,6800.0,36,15.4,RENT,debt_consolidation,0,13,16.0,0
36300.0,707,7.0,16700.0,36,15.25,MORTGAGE,credit_card,0,9,49.0,1
76600.0,735,5.0,12100.0,60,13.98,RENT,small_business,0,7,18.1,0
45300.0,715,7.0,27500.0,36,16.56,RENT,credit_card,0,11,65.0,0
34900.0,565,15.0,17800.0,36,19.5,RENT,credit_card,0,7,53.1,0
62400.0,745,15.0,7600.0,60,17.83,OWN,home_improvement,0,5,34.2,0
32700.0,741,20.0,16700.0,36,16.89,MORTGAGE,debt_consolidation,0,7,54.2,0
49600.0,734,20.0,9400.0,36,11.13,RENT,other,0,8,36.4,0
48800.0,704,10.0,20100.0,60,17.76,OWN,credit_card,0,7,57.3,0
79900.0,694,20.0,8600.0,36,14.29,MORTGAGE,home_improvement,0,13,17.0,0
60700.0,747,15.0,6500.0,60,10.42,OWN,other,1,9,21.0,0
48500.0,805,10.0,7300.0,36,12.08,OWN,major_purchase,1,7,33.7,0
70800.0,618,0.0,7500.0,36,13.47,MORTGAGE,credit_card,0,6,13.0,0
91600.0,750,0.0,7200.0,36,13.22,RENT,medical,0,8,18.8,0
63000.0,674,10.0,8200.0,60,14.94,OWN,credit_card,0,8,7.2,0
49200.0,672,5.0,16800.0,60,18.17,RENT,credit_card,1,2,44.0,0
27200.0,580,10.0,26900.0,36,18.66,MORTGAGE,medical,0,3,65.0,1
30400.0,661,3.0,5600.0,36,12.53,MORTGAGE,debt_consolidation,0,9,17.7,0
42700.0,615,4.0,20600.0,36,18.91,RENT,credit_card,0,11,58.0,1
37300.0,650,7.0,8600.0,36,13.31,MORTGAGE,debt_consolidation,0,12,22.2,0
45100.0,609,15.0,13000.0,60,20.33,RENT,small_business,2,13,40.1,1
50300.0,651,1.0,4800.0,60,14.21,RENT,debt_consolidation,0,14,31.5,0
62200.0,654,15.0,14200.0,60,15.89,RENT,home_improvement,0,13,37.7,0
47500.0,686,10.0,4000.0,36,14.15,OWN,debt_consolidation,2,7,23.8,0
61000.0,575,3.0,12800.0,36,15.98,RENT,debt_consolidation,0,9,27.7,0
50500.0,586,3.0,12400.0,36,15.59,OWN,other,0,9,30.7,0
20200.0,704,0.0,12000.0,36,13.45,MORTGAGE,debt_consolidation,0,7,59.3,1
32100.0,628,0.0,7600.0,36,14.87,MORTGAGE,debt_consolidation,1,13,32.3,0
45900.0,750,5.0,14400.0,60,11.74,MORTGAGE,debt_consolidation,0,10,36.8,0
28400.0,695,1.0,13300.0,36,16.53,MORTGAGE,home_improvement,0,11,65.0,0
64200.0,719,2.0,9800.0,36,12.43,RENT,major_purchase,0,12,21.7,0
97600.0,772,10.0,15300.0,36,10.43,RENT,medical,1,9,23.0,0
84800.0,660,5.0,10400.0,60,14.99,MORTGAGE,debt_consolidation,0,7,18.9,0
44500.0,643,7.0,14200.0,60,15.53,MORTGAGE,credit_card,0,9,43.5,0
95900.0,737,2.0,10300.0,36,11.28,RENT,home_improvement,0,10,20.5,0
52400.0,713,10.0,12200.0,60,14.04,MORTGAGE,home_improvement,0,15,35.6,0
42100.0,668,15.0,14600.0,36,16.49,MORTGAGE,small_business,0,13,,0
37200.0,770,5.0,9000.0,36,13.61,MORTGAGE,major_purchase,1,8,34.3,0
42800.0,666,15.0,5900.0,36,17.07,MORTGAGE,debt_consolidation,0,8,25.2,0
41200.0,682,10.0,12600.0,36,12.03,OWN,debt_consolidation,0,8,36.1,0
52900.0,681,10.0,19800.0,36,16.49,MORTGAGE,small_business,0,10,39.1,0
52700.0,619,10.0,12700.0,36,15.76,OWN,credit_card,0,10,28.6,0
49100.0,685,1.0,12800.0,36,16.34,MORTGAGE,credit_card,0,12,42.7,0
59700.0,771,2.0,10700.0,36,12.12,MORTGAGE,credit_card,0,11,30.1,0
83800.0,709,0.0,15800.0,36,14.16,RENT,credit_card,0,3,33.4,0
75200.0,682,0.0,10000.0,60,13.58,RENT,home_improvement,0,11,20.7,0
25100.0,669,1.0,8700.0,36,14.67,OWN,debt_consolidation,0,4,47.1,0
15500.0,702,15.0,19000.0,36,19.02,RENT,home_improvement,0,7,65.0,1
74600.0,729,2.0,8400.0,36,11.82,RENT,debt_consolidation,0,7,19.8,0
26500.0,720,20.0,17100.0,36,16.87,MORTGAGE,small_business,0,10,65.0,0
44300.0,658,7.0,19000.0,36,18.85,MORTGAGE,major_purchase,2,3,58.4,1
29000.0,701,2.0,14500.0,36,15.31,RENT,home_improvement,0,11,59.1,0
21800.0,711,5.0,5900.0,36,13.63,MORTGAGE,credit_card,0,10,37.6,0
62500.0,615,2.0,11100.0,60,15.76,MORTGAGE,debt_consolidation,0,11,24.1,0
69000.0,691,20.0,9900.0,36,14.11,MORTGAGE,debt_consolidation,0,6,25.2,0
37800.0,540,10.0,8500.0,60,19.47,MORTGAGE,debt_consolidation,0,11,27.0,0
15300.0,711,0.0,11700.0,60,18.44,RENT,debt_consolidation,0,10,65.0,1
38300.0,723,20.0,16100.0,36,12.99,MORTGAGE,small_business,0,12,43.0,0
58500.0,729,10.0,8700.0,36,9.35,MORTGAGE,other,0,9,21.1,0
25200.0,654,1.0,10000.0,36,18.53,MORTGAGE,debt_consolidation,0,13,53.2,0
53200.0,700,7.0,9700.0,36,10.98,RENT,debt_consolidation,1,14,25.3,0
48700.0,773,7.0,19600.0,36,11.8,RENT,medical,0,8,40.1,0
63600.0,772,2.0,9600.0,36,12.36,MORTGAGE,small_business,1,6,30.0,0
51700.0,678,10.0,5900.0,36,15.6,OWN,credit_card,0,4,22.5,0
31600.0,689,1.0,5000.0,36,15.96,MORTGAGE,other,0,2,23.3,0
84000.0,752,5.0,13100.0,36,12.97,MORTGAGE,home_improvement,0,8,24.3,0
45600.0,582,0.0,7500.0,36,15.62,OWN,home_improvement,0,8,22.2,0
48400.0,659,20.0,15300.0,36,14.76,MORTGAGE,home_improvement,0,15,45.6,0
32200.0,767,10.0,5600.0,60,14.51,MORTGAGE,debt_consolidation,0,13,34.2,0
40200.0,743,1.0,8400.0,36,10.99,MORTGAGE,credit_card,0,7,31.8,0
32900.0,704,3.0,5600.0,36,13.59,OWN,debt_consolidation,0,10,30.5,0
45400.0,582,1.0,13600.0,36,18.21,OWN,credit_card,0,10,40.0,1
105900.0,677,10.0,15100.0,36,15.34,MORTGAGE,debt_consolidation,1,12,34.8,0
26400.0,642,0.0,13000.0,36,16.53,RENT,credit_card,0,6,54.1,0
23700.0,702,10.0,6400.0,36,14.49,MORTGAGE,credit_card,0,10,32.7,0
95000.0,627,20.0,7500.0,60,17.06,MORTGAGE,debt_consolidation,0,13,18.0,0
44600.0,613,7.0,12300.0,36,17.7,MORTGAGE,debt_consolidation,1,11,37.3,0
36300.0,546,2.0,4700.0,36,19.31,RENT,major_purchase,0,9,20.7,1
78300.0,759,3.0,9700.0,36,9.69,RENT,credit_card,0,10,25.8,0
37300.0,654,5.0,23400.0,36,16.48,MORTGAGE,major_purchase,0,12,63.7,1
111500.0,690,7.0,10000.0,36,13.87,MORTGAGE,major_purchase,0,10,15.8,0
66500.0,680,7.0,5200.0,36,12.78,RENT,debt_consolidation,0,4,16.7,0
39400.0,611,5.0,8100.0,36,15.46,MORTGAGE,credit_card,0,7,28.5,0
129400.0,598,3.0,8000.0,36,12.02,RENT,small_business,0,3,10.4,0
37300.0,615,15.0,31900.0,36,17.95,MORTGAGE,credit_card,1,16,65.0,1
68500.0,633,1.0,25200.0,36,23.27,RENT,medical,3,7,57.2,1
56100.0,704,4.0,15800.0,60,17.55,OWN,home_improvement,1,7,50.2,0
88100.0,628,10.0,9200.0,60,16.43,MORTGAGE,home_improvement,0,10,18.3,0
99000.0,794,0.0,19900.0,36,13.65,RENT,major_purchase,0,10,35.4,0
49700.0,747,7.0,6200.0,36,10.82,MORTGAGE,debt_consolidation,0,8,5.5,0
34900.0,733,,18700.0,36,14.0,RENT,home_improvement,0,9,65.0,0
60300.0,672,7.0,17400.0,60,16.67,OWN,debt_consolidation,0,9,42.9,0
36100.0,778,0.0,10100.0,36,15.43,MORTGAGE,debt_consolidation,1,5,46.8,0
121300.0,666,2.0,19300.0,36,13.02,MORTGAGE,debt_consolidation,0,3,22.7,0
52100.0,678,3.0,8700.0,36,13.1,RENT,credit_card,0,8,32.4,0
41600.0,691,2.0,5800.0,36,15.09,RENT,medical,0,11,19.3,0
53300.0,726,20.0,17800.0,36,14.88,MORTGAGE,debt_consolidation,0,2,32.9,0
26700.0,721,7.0,10500.0,36,15.02,RENT,major_purchase,0,10,49.4,0
31700.0,649,3.0,14800.0,36,16.21,MORTGAGE,debt_consolidation,0,9,,1
84100.0,645,15.0,27200.0,60,17.55,RENT,debt_consolidation,0,9,43.4,0
36500.0,722,10.0,7600.0,60,14.35,RENT,other,0,10,35.4,0
30600.0,726,3.0,10200.0,60,12.2,RENT,debt_consolidation,0,13,42.1,0
62400.0,654,3.0,24000.0,36,17.31,OWN,debt_consolidation,0,14,54.6,0
83600.0,577,2.0,15300.0,60,22.51,OWN,debt_consolidation,2,13,32.6,1
67700.0,667,,7700.0,60,17.35,RENT,debt_consolidation,2,11,19.7,0
76700.0,721,5.0,6800.0,60,15.8,RENT,credit_card,0,10,15.3,0
34900.0,797,15.0,8400.0,36,10.88,RENT,debt_consolidation,0,13,36.7,0
25900.0,602,3.0,7600.0,36,17.74,RENT,credit_card,0,11,37.8,1
96300.0,652,15.0,12300.0,36,15.3,OWN,credit_card,0,5,15.5,0
42400.0,655,0.0,11400.0,60,17.22,MORTGAGE,home_improvement,0,6,35.2,0
43800.0,768,20.0,12600.0,36,10.64,OWN,medical,0,10,40.3,0
89100.0,678,15.0,7200.0,36,12.65,OWN,debt_consolidation,0,7,14.1,0
63000.0,621,3.0,10600.0,36,17.41,MORTGAGE,credit_card,2,4,30.5,0
60200.0,716,10.0,3900.0,36,14.45,MORTGAGE,credit_card,0,13,11.0,0
129900.0,654,10.0,11800.0,60,12.77,OWN,debt_consolidation,0,7,16.6,0
36700.0,600,15.0,19700.0,36,17.02,MORTGAGE,major_purchase,0,13,58.8,1
74400.0,622,3.0,5400.0,36,11.79,RENT,home_improvement,0,8,15.3,0
50300.0,793,4.0,13900.0,60,12.72,MORTGAGE,debt_consolidation,0,8,38.6,0
55300.0,705,15.0,8100.0,36,14.59,MORTGAGE,debt_consolidation,0,13,,0
97500.0,687,10.0,16300.0,60,16.73,OWN,debt_consolidation,0,13,25.9,0
61600.0,664,4.0,11800.0,36,12.38,MORTGAGE,major_purchase,0,8,21.9,0
62500.0,699,10.0,13400.0,36,15.05,RENT,major_purchase,1,16,30.6,0
79400.0,698,0.0,11300.0,36,10.1,RENT,credit_card,0,15,31.1,1
41600.0,699,10.0,21300.0,36,16.54,OWN,debt_consolidation,0,12,61.8,0
33600.0,687,2.0,13000.0,36,15.05,OWN,credit_card,0,7,44.4,0
30600.0,736,,7700.0,60,13.69,MORTGAGE,major_purchase,0,11,34.8,0
20200.0,682,5.0,11500.0,36,16.54,RENT,credit_card,0,8,56.1,0
123700.0,616,4.0,9100.0,36,15.54,RENT,debt_consolidation,0,8,8.1,0
29800.0,640,5.0,11900.0,60,19.56,MORTGAGE,debt_consolidation,0,9,41.5,1
44400.0,551,5.0,8900.0,36,16.08,OWN,debt_consolidation,0,8,30.9,1
43300.0,812,3.0,7800.0,36,8.72,OWN,debt_consolidation,0,13,19.3,0
56300.0,736,1.0,12100.0,36,13.97,OWN,small_business,0,7,35.2,0
70800.0,626,10.0,11200.0,36,14.11,MORTGAGE,debt_consolidation,0,6,20.5,0
72200.0,662,4.0,18600.0,36,18.54,MORTGAGE,medical,2,6,35.0,0
37700.0,639,5.0,8900.0,60,19.17,RENT,home_improvement,1,5,36.9,1
45500.0,780,7.0,4100.0,36,9.29,RENT,credit_card,0,9,22.2,0
55700.0,588,15.0,9100.0,36,15.94,OWN,home_improvement,0,10,23.0,0
43800.0,687,7.0,4900.0,36,14.93,RENT,debt_consolidation,0,6,26.0,0
101000.0,673,0.0,13500.0,36,13.65,MORTGAGE,debt_consolidation,0,8,24.0,0
61100.0,734,10.0,4700.0,60,9.2,MORTGAGE,other,0,9,6.0,0
68200.0,673,20.0,6700.0,36,12.29,RENT,credit_card,0,10,18.4,0
66100.0,566,5.0,9100.0,60,18.57,RENT,debt_consolidation,0,7,23.4,0
83100.0,664,20.0,23700.0,36,14.88,RENT,debt_consolidation,0,4,33.5,0
53200.0,617,5.0,6400.0,36,16.69,MORTGAGE,debt_consolidation,0,10,19.4,0
27300.0,685,4.0,11000.0,60,21.9,RENT,debt_consolidation,1,4,49.7,0
58700.0,773,3.0,14600.0,36,7.65,RENT,debt_consolidation,0,12,28.0,0
36600.0,567,7.0,23000.0,36,19.8,MORTGAGE,debt_consolidation,1,6,65.0,1
38600.0,628,2.0,16100.0,60,20.71,RENT,small_business,1,10,54.0,1
63800.0,644,1.0,18900.0,36,16.97,RENT,major_purchase,1,10,40.8,0
85600.0,655,0.0,16900.0,36,14.12,RENT,debt_consolidation,0,12,26.0,0
49500.0,728,3.0,6000.0,36,9.43,RENT,credit_card,0,7,22.5,0
56300.0,669,,13100.0,60,20.64,MORTGAGE,debt_consolidation,3,8,46.5,1
105500.0,707,5.0,16700.0,36,14.79,OWN,debt_consolidation,2,19,38.1,0
54600.0,639,3.0,6800.0,60,16.42,RENT,credit_card,0,15,30.8,0
158100.0,695,20.0,8200.0,36,9.24,OWN,medical,0,8,14.6,0
63200.0,731,3.0,7300.0,60,15.96,MORTGAGE,debt_consolidation,0,7,34.9,0
22200.0,632,4.0,16100.0,36,17.9,MORTGAGE,credit_card,0,6,65.0,0
68800.0,731,1.0,10600.0,36,10.51,MORTGAGE,other,0,11,30.6,0
58200.0,683,2.0,9300.0,36,15.83,MORTGAGE,small_business,0,8,,0
87600.0,748,0.0,5800.0,36,10.65,RENT,debt_consolidation,0,7,21.5,0
66400.0,667,5.0,10600.0,36,14.5,RENT,debt_consolidation,0,9,33.9,0
46100.0,705,10.0,8200.0,36,18.04,MORTGAGE,other,3,4,36.1,1
28300.0,677,2.0,12400.0,60,17.25,RENT,debt_consolidation,0,11,55.6,0
44600.0,674,3.0,6200.0,36,14.47,MORTGAGE,credit_card,0,7,25.4,0
33400.0,697,0.0,12000.0,60,17.19,MORTGAGE,credit_card,1,11,43.7,0
37800.0,715,10.0,8800.0,36,12.79,RENT,credit_card,0,11,30.3,0
63900.0,599,10.0,5900.0,36,15.15,MORTGAGE,debt_consolidation,0,7,20.0,0
103900.0,773,0.0,5600.0,60,12.16,MORTGAGE,home_improvement,0,9,18.6,0
58500.0,559,3.0,6100.0,60,18.93,MORTGAGE,debt_consolidation,0,5,11.2,0
28600.0,635,20.0,9900.0,36,15.52,RENT,home_improvement,0,6,41.6,0
59900.0,674,4.0,11600.0,36,15.39,RENT,credit_card,0,9,29.4,0
84000.0,707,5.0,12500.0,36,13.44,MORTGAGE,debt_consolidation,0,8,19.5,0
37300.0,782,3.0,12800.0,36,10.17,MORTGAGE,small_business,0,8,41.1,0
46200.0,559,7.0,7500.0,60,16.21,MORTGAGE,other,0,7,28.8,1
49300.0,647,20.0,18600.0,36,16.73,OWN,medical,0,10,49.1,0
34400.0,542,20.0,8800.0,36,18.06,RENT,debt_consolidation,0,12,36.1,0
65600.0,682,10.0,13700.0,36,15.11,OWN,credit_card,1,14,30.2,0
46400.0,698,4.0,10100.0,36,12.16,MORTGAGE,small_business,0,5,19.4,0
59200.0,783,5.0,13200.0,36,9.98,MORTGAGE,credit_card,0,4,29.8,0
32900.0,688,3.0,9800.0,60,17.43,RENT,small_business,0,14,,0
40300.0,748,20.0,13300.0,36,14.84,MORTGAGE,other,0,9,52.1,0
67900.0,718,7.0,10900.0,36,14.66,MORTGAGE,debt_consolidation,0,7,31.3,0
41400.0,652,4.0,16400.0,60,16.7,MORTGAGE,major_purchase,0,8,39.8,0
